Genotype,Date,Plant ,Slide,Image,SC length,,,,,Stage,good trace?,foci count,foci per chromosome,comments,quality
hei10++,5.12.19,16,2,8,53.7772,,,,,mid,y,,,,
hei10++,5.12.19,16,2,8,37.7799,,,,,,y,,,,
hei10++,5.12.19,16,2,8,39.0976,,,,,,same as path 2?,,,,
hei10++,5.12.19,16,2,8,46.738,,,,,,y,,,,
hei10++,5.12.19,16,2,8,67.253,,,,,,y,,,,
hei10++,5.12.19,16,2,11,39.5384,,,,,late,y,9,2,,1
hei10++,5.12.19,16,2,11,47.41,,,,,,y,,3,,1
hei10++,5.12.19,16,2,11,33.4181,,,,,,y,,1,,1
hei10++,5.12.19,16,2,11,23.647,,,asynaptic end,,,y,,1,,1
hei10++,5.12.19,16,2,11,47.9277,,,,,,y,,2,,1
hei10++,5.12.19,16,2,12,43.182,,,,,mid,y,,,,
hei10++,5.12.19,16,2,12,42.8983,,,,,,y,,,,
hei10++,5.12.19,16,2,12,67.0109,,,,,,y,,,,
hei10++,5.12.19,16,2,12,49.3765,,,,,,y,,,,
hei10++,5.12.19,16,2,12,61.1922,,,,,,y,,,,
hei10++,5.12.19,16,2,13,49.1938,,,,,late,y,11,3,,1
hei10++,5.12.19,16,2,13,36.8777,,,,,,n,,1,,0
hei10++,5.12.19,16,2,13,38.6612,,,,,,y,,2,,1
hei10++,5.12.19,16,2,13,43.5915,,,,,,y,,3,,1
hei10++,5.12.19,16,2,13,55.7163,,,,,,y,,2,,1
hei10++,5.12.19,16,2,14,48.4938,,,,,mid/late,y,17,,,
hei10++,5.12.19,16,2,14,67.1874,,,,,,y,,,,
hei10++,5.12.19,16,2,14,41.6515,,,,,,y,,,,
hei10++,5.12.19,16,2,14,56.608,,,,,,y,,,,
hei10++,5.12.19,16,2,14,43.2132,,,,,,y,,,,
hei10++,5.12.19,16,2,15,49.1803,,,,,mid,y,,,,
hei10++,5.12.19,16,2,15,54.0263,,,,,,y,,,,
hei10++,5.12.19,16,2,15,64.2064,,,,,,y,,,,
hei10++,5.12.19,16,2,15,37.5894,,,,,,y,,,,
hei10++,5.12.19,16,2,15,38.6072,,,,,,y,,,,
hei10++,5.12.19,16,2,16,45.6627,,,,,late,y,10,3,bit noisy,0
hei10++,5.12.19,16,2,16,52.9231,,,,,,y,,3,bit noisy,0
hei10++,5.12.19,16,2,16,30.8205,,,,,,y,,1,,1
hei10++,5.12.19,16,2,16,34.0167,,,,,,y,,2,,1
hei10++,5.12.19,16,2,16,38.3731,,,,,,y,,1,,1
hei10++,5.12.19,16,2,17,47.2173,,,,,mid,y,,,,
hei10++,5.12.19,16,2,17,50.4545,,,,,,y,,,,
hei10++,5.12.19,16,2,17,41.9552,,,,,,y,,,,
hei10++,5.12.19,16,2,17,33.4046,,,,,,y,,,,
hei10++,5.12.19,16,2,17,35.3442,,,,,,y,,,,
hei10++,5.12.19,16,2,18,46.1233,,,,,mid/late,y,12,,,
hei10++,5.12.19,16,2,18,54.3255,,,,,,y,,,,
hei10++,5.12.19,16,2,18,40.8997,,,,,,n,,,,
hei10++,5.12.19,16,2,18,40.0035,,,,,,y,,,,
hei10++,5.12.19,16,2,18,57.6172,,,,,,n,,,,
hei10++,5.12.19,16,2,19,50.8673,,,,,mid,y,,,,
hei10++,5.12.19,16,2,19,40.2438,,,,,,y,,,,
hei10++,5.12.19,16,2,19,35.0841,,,,,,y,,,,
hei10++,5.12.19,16,2,19,41.6203,,,,,,y,,,,
hei10++,5.12.19,16,2,19,54.7,,,,,,y,,,,
hei10++,5.12.19,16,2,21,47.6666,,,,,late,y,9,1,,1
hei10++,5.12.19,16,2,21,54.1179,,,,,,y,,3,,1
hei10++,5.12.19,16,2,21,44.1973,,,,,,y,,1,,1
hei10++,5.12.19,16,2,21,35.7558,,,,,,y,,2,,1
hei10++,5.12.19,16,2,21,27.52,,,,,,y,,2,,1
hei10++,5.12.19,16,2,22,37.6998,,,,,late,y,12,2,bit noisy,0
hei10++,5.12.19,16,2,22,33.6771,,,,,,y,,2,,1
hei10++,5.12.19,16,2,22,58.5615,,,,,,n,,3,,1
hei10++,5.12.19,16,2,22,52.9868,,,,,,y,,3,,1
hei10++,5.12.19,16,2,22,42.5989,,,,,,y,,2,,1
hei10++,5.12.19,16,2,23,45.2301,,,,,late,y,9,2,,1
hei10++,5.12.19,16,2,23,34.49,,,,,,y,,2,,1
hei10++,5.12.19,16,2,23,32.8489,,,,,,y,,2,hairpin focus,0
hei10++,5.12.19,16,2,23,50.8077,,,,,,y,,2,,1
hei10++,5.12.19,16,2,23,31.954,,,,,,y,,1,hairpin focus,0
hei10++,5.12.19,16,2,24,50.1395,,,,,mid/late,n,10,,,
hei10++,5.12.19,16,2,24,34.0672,,,,,,y,,,,
hei10++,5.12.19,16,2,24,36.1737,,,,,,n,,,,
hei10++,5.12.19,16,2,24,41.6689,,,,,,y,,,,
hei10++,5.12.19,16,2,24,52.2741,,,,,,y,,,,
hei10++,5.12.19,16,2,25,39.4087,,,,,late,y,10,1,,1
hei10++,5.12.19,16,2,25,31.007,,,,,,y,,1,,1
hei10++,5.12.19,16,2,25,35.3426,,,,,,y,,3,,1
hei10++,5.12.19,16,2,25,47.4709,,,,,,y,,3,invading focus,0
hei10++,5.12.19,16,2,25,54.5016,,,,,,y,,2,,1
hei10++,5.12.19,16,2,26,46.267,,,,,late,y,10,2,,1
hei10++,5.12.19,16,2,26,47.1428,,,,,,y,,3,,1
hei10++,5.12.19,16,2,26,31.186,,,,,,y,,1,,1
hei10++,5.12.19,16,2,26,36.3345,,,,,,n,,2,,0
hei10++,5.12.19,16,2,26,28.835,,,,,,y,,1,,1
hei10++,5.12.19,16,2,27,29.2322,,,,,late,y,13,2,,1
hei10++,5.12.19,16,2,27,51.8412,,,,,,y,,2,,1
hei10++,5.12.19,16,2,27,35.7995,,,,,,y,,3,invading focus,0
hei10++,5.12.19,16,2,27,47.0658,,,,,,y,,2,,1
hei10++,5.12.19,16,2,27,32.0306,,,,,,y,,2,,1
hei10++,5.12.19,16,2,28,45.9916,,,,,late,y,11,2,,1
hei10++,5.12.19,16,2,28,54.1846,,,,,,y,,3,,1
hei10++,5.12.19,16,2,28,36.8861,,,,,,y,,2,,1
hei10++,5.12.19,16,2,28,38.0548,,,,,,y,,2,invading focus,0
hei10++,5.12.19,16,2,28,62.2893,,,,,,y,,2,,1
hei10++,5.12.19,16,2,30,54.7909,,,,,mid/late,y,,,,
hei10++,5.12.19,16,2,30,42.2553,,,,,,y,,,,
hei10++,5.12.19,16,2,30,47.3318,,,,,,y,,,,
hei10++,5.12.19,16,2,30,37.0455,,,,,,y,,,,
hei10++,5.12.19,16,2,30,35.3471,,,,,,y,,,,
hei10++,5.12.19,16,2,31,41.1216,,,,,mid,y,,,,
hei10++,5.12.19,16,2,31,41.1865,,,,,,y,,,,
hei10++,5.12.19,16,2,31,54.7291,,,,,,n,,,,
hei10++,5.12.19,16,2,31,62.4017,,,,,,n,,,,
hei10++,5.12.19,16,2,31,74.9195,,,,,,n,,,,
hei10++,5.12.19,16,2,33,38.3142,,,,,mid,y,,,,
hei10++,5.12.19,16,2,33,36.5865,,,,,,y,,,,
hei10++,5.12.19,16,2,33,64.9138,,,,,,y,,,,
hei10++,5.12.19,16,2,33,53.4799,,,,,,y,,,,
hei10++,5.12.19,16,2,33,45.7415,,,,,,y,,,,
Col-0,5.12.19,11,1,1,41.2436,,,,,late,y,10,1,noisy,0
Col-0,5.12.19,11,1,1,44.2466,,,,,,y,,2,,1
Col-0,5.12.19,11,1,1,58.3924,,,,,,y,,3,,1
Col-0,5.12.19,11,1,1,35.42,,,,,,y,,2,,1
Col-0,5.12.19,11,1,1,53.5842,,,,,,n,,2,,0
Col-0,5.12.19,11,1,2,59.0411,,,,,late,y,11,2,,1
Col-0,5.12.19,11,1,2,65.0502,,,,,,y,,2,invading foci,0
Col-0,5.12.19,11,1,2,44.3321,,,,,,y,,2,hairpin focus,0
Col-0,5.12.19,11,1,2,42.1353,,,,,,y,,2,hairpin focus,0
Col-0,5.12.19,11,1,2,50.402,,,,,,y,,3,invading focus,0
Col-0,5.12.19,11,1,3,41.9228,,,,,late,y,10,1,,1
Col-0,5.12.19,11,1,3,58.85,,,,,,y,,4,,1
Col-0,5.12.19,11,1,3,43.8712,,,,,,y,,2,,1
Col-0,5.12.19,11,1,3,54.2922,,,,,,y,,2,,1
Col-0,5.12.19,11,1,3,38.1804,,,,,,y,,1,,1
Col-0,5.12.19,11,1,4,59.6183,,,,,late,y,12,3,,1
Col-0,5.12.19,11,1,4,49.5036,,,,,,y,,2,,1
Col-0,5.12.19,11,1,4,64.2864,,,,,,y,,3,,1
Col-0,5.12.19,11,1,4,41.5226,,,,,,y,,2,,1
Col-0,5.12.19,11,1,4,39.3571,,,,,,y,,2,,1
Col-0,5.12.19,11,1,5,39.9464,,,,,mid,y,,,,
Col-0,5.12.19,11,1,5,47.225,,,,,,y,,,,
Col-0,5.12.19,11,1,5,51.9962,,,,,,y,,,,
Col-0,5.12.19,11,1,5,60.4621,,,,,,y,,,,
Col-0,5.12.19,11,1,5,60.6185,,,,,,y,,,,
Col-0,5.12.19,11,1,6,38.7648,,,,,late,y,11,2,,1
Col-0,5.12.19,11,1,6,49.6556,,,,,,y,,2,,1
Col-0,5.12.19,11,1,6,53.2632,,,,,,n,,2,,0
Col-0,5.12.19,11,1,6,58.1304,,,,,,y,,3,,1
Col-0,5.12.19,11,1,6,64.5827,,,,,,n,,2,,0
Col-0,5.12.19,11,1,7,43.7128,,,,,mid,y,,,,
Col-0,5.12.19,11,1,7,65.6831,,,,,,y,,,,
Col-0,5.12.19,11,1,7,38.3764,,,,,,y,,,,
Col-0,5.12.19,11,1,7,53.6651,,,,,,y,,,,
Col-0,5.12.19,11,1,7,43.2315,,,,,,y,,,,
Col-0,5.12.19,11,1,8,43.6777,,,,,late/mid,y,13,,,
Col-0,5.12.19,11,1,8,40.5107,,,,,,y,,,,
Col-0,5.12.19,11,1,8,58.1022,,,,,,y,,,,
Col-0,5.12.19,11,1,8,46.6565,,,,,,y,,,,
Col-0,5.12.19,11,1,8,51.3314,,,,,,y,,,,
Col-0,5.12.19,11,1,10,45.2428,,,,,mid,y,,,,
Col-0,5.12.19,11,1,10,34.2495,,,,,,y,,,,
Col-0,5.12.19,11,1,10,32.3293,,,,,,y,,,,
Col-0,5.12.19,11,1,10,51.7473,,,,,,y,,,,
Col-0,5.12.19,11,1,10,35.3218,,,,,,y,,,,
Col-0,5.12.19,11,1,11,38.7273,,,,,mid,y,,,,
Col-0,5.12.19,11,1,11,48.1522,,,,,,y,,,,
Col-0,5.12.19,11,1,11,35.3801,,,,,,y,,,,
Col-0,5.12.19,11,1,11,56.0173,,,,,,y,,,,
Col-0,5.12.19,11,1,11,35.3787,,,,,,y,,,,
Col-0,5.12.19,11,1,13,58.7118,,,,,mid,y,,,,
Col-0,5.12.19,11,1,13,53.9955,,,,,,n,,,,
Col-0,5.12.19,11,1,13,40.1612,,,,,,y,,,,
Col-0,5.12.19,11,1,13,40.0756,,,,,,y,,,,
Col-0,5.12.19,11,1,13,42.4255,,,,,,y,,,,
Col-0,5.12.19,11,1,14,46.5843,,,,,early,n,,,,
Col-0,5.12.19,11,1,14,56.6252,,,,,,y,,,,
Col-0,5.12.19,11,1,14,54.7615,,,,,,y,,,,
Col-0,5.12.19,11,1,14,40.7864,,,,,,y,,,,
Col-0,5.12.19,11,1,14,37.5727,,,,,,y,,,,
Col-0,5.12.19,11,1,15,39.5428,,,,,early,y,,,,
Col-0,5.12.19,11,1,15,38.9721,,,,,,y,,,,
Col-0,5.12.19,11,1,15,49.9101,,,,,,y,,,,
Col-0,5.12.19,11,1,15,64.2196,,,,,,y,,,,
Col-0,5.12.19,11,1,15,54.6801,,,,,,y,,,,
Col-0,5.12.19,11,1,16,71.3131,,,,,mid,y,,,,
Col-0,5.12.19,11,1,16,42.8339,,,,,,y,,,,
Col-0,5.12.19,11,1,16,40.2184,,,,,,y,,,,
Col-0,5.12.19,11,1,16,55.3531,,,,,,y,,,,
Col-0,5.12.19,11,1,16,59.2195,,,,,,y,,,,
Col-0,5.12.19,11,1,17,66.1725,,,,,early,y,,,,
Col-0,5.12.19,11,1,17,57.4392,,,,,,y,,,,
Col-0,5.12.19,11,1,17,39.7271,,,,,,y,,,,
Col-0,5.12.19,11,1,17,50.3336,,,,,,y,,,,
Col-0,5.12.19,11,1,17,42.4571,,,,,,y,,,,
hei10++,5.12.19,16,1,1,68.6829,,,,,late,y,12,3,,1
hei10++,5.12.19,16,1,1,70.329,,,,,,y,,4,,1
hei10++,5.12.19,16,1,1,53.2269,,,,,,y,,2,,1
hei10++,5.12.19,16,1,1,49.7166,,,,,,y,,2,,1
hei10++,5.12.19,16,1,1,47.5524,,,,,,y,,1,possible 2 ,1
hei10++,5.12.19,16,1,4,74.6469,,,,,late,y,13,3,,1
hei10++,5.12.19,16,1,4,55.4707,,,,,,y,,2,,1
hei10++,5.12.19,16,1,4,46.3379,,,,,,y,,2,,1
hei10++,5.12.19,16,1,4,76.2369,,,,,,y,,3,,1
hei10++,5.12.19,16,1,4,55.5503,,,,,,y,,3,,1
hei10++,5.12.19,16,1,5,41.7259,,,,,mid,y,,,,
hei10++,5.12.19,16,1,5,38.0516,,,,,,y,,,,
hei10++,5.12.19,16,1,5,40.4362,,,,,,y,,,,
hei10++,5.12.19,16,1,5,64.4252,,,,,,y,,,,
hei10++,5.12.19,16,1,5,50.5004,,,,,,y,,,,
hei10++,5.12.19,16,1,6,65.0109,,,,,late,y,12,3,,1
hei10++,5.12.19,16,1,6,56.6359,,,,,,y,,2,,1
hei10++,5.12.19,16,1,6,41.0565,,,,,,y,,3,,1
hei10++,5.12.19,16,1,6,47.9901,,,,,,y,,2,bit noisy,1
hei10++,5.12.19,16,1,6,41.9089,,,,,,y,,2,,1
hei10++,5.12.19,16,1,9,75.2006,,,,,late,y,8,2,,1
hei10++,5.12.19,16,1,9,59.2966,,,,,,y,,1,,1
hei10++,5.12.19,16,1,9,66.4562,,,,,,y,,3,,1
hei10++,5.12.19,16,1,9,48.9221,,,,,,y,,1,,1
hei10++,5.12.19,16,1,9,48.0214,,,,,,y,,1,,1
hei10++,5.12.19,16,1,12,47.9668,,,,,late,y,9,2,,1
hei10++,5.12.19,16,1,12,40.4216,,,,,,y,,1,,1
hei10++,5.12.19,16,1,12,32.221,,,,,,y,,2,,1
hei10++,5.12.19,16,1,12,34.3446,,,,,,y,,2,,1
hei10++,5.12.19,16,1,12,47.1518,,,,,,y,,2,,1
hei10++,5.12.19,16,1,13,57.258,,,,,late,y,11,3,,1
hei10++,5.12.19,16,1,13,39.1065,,,,,,y,,2,,1
hei10++,5.12.19,16,1,13,45.9511,,,,,,y,,2,,1
hei10++,5.12.19,16,1,13,55.8376,,,,,,y,,2,,1
hei10++,5.12.19,16,1,13,39.2655,,,,,,y,,2,,1
hei10++,5.12.19,16,1,14,50.1697,,,,,mid,y,,,,
hei10++,5.12.19,16,1,14,48.4033,,,,,,y,,,,
hei10++,5.12.19,16,1,14,82.3202,,,,,,y,,,,
hei10++,5.12.19,16,1,14,68.4949,,,,,,y,,,,
hei10++,5.12.19,16,1,14,78.8569,,,,,,y,,,,
Col-0,5.12.19,11,2,1,44.0297,,,,,late,y,,2,,1
Col-0,5.12.19,11,2,1,63.6552,,,,,,y,,3,,1
Col-0,5.12.19,11,2,1,61.4214,,,,,,y,,3,,1
Col-0,5.12.19,11,2,1,44.3729,,,,,,y,,2,focus not well captured,0
Col-0,5.12.19,11,2,1,47.0245,,,,,,y,,2,,1
Col-0,5.12.19,11,2,2.1,40.897,,,,,late,n,,2,,0
Col-0,5.12.19,11,2,2.1,62.8585,,,,,,n,,3,or 4,0
Col-0,5.12.19,11,2,2.1,42.3384,,,,,,y,,2,,1
Col-0,5.12.19,11,2,2.1,56.5327,,,,,,y,,2,or 3,1
Col-0,5.12.19,11,2,2.1,41.3194,,,,,,y,,2,,1
Col-0,5.12.19,11,2,2.2,42.165,,,,,late,y,,1,,1
Col-0,5.12.19,11,2,2.2,60.2388,,,,,,y,,5,,1
Col-0,5.12.19,11,2,2.2,57.59,,,,,,y,,2,,1
Col-0,5.12.19,11,2,2.2,41.8912,,,,,,y,,1,,1
Col-0,5.12.19,11,2,2.2,40.8163,,,,,,y,,2,or 3,1
Col-0,5.12.19,11,2,3.1,53.037,,,,,late,y,,3,,1
Col-0,5.12.19,11,2,3.1,37.0511,,,,,,y,,1,,1
Col-0,5.12.19,11,2,3.1,42.892,,,,,,y,,1,,1
Col-0,5.12.19,11,2,3.1,35.9889,,,,,,y,,1,,1
Col-0,5.12.19,11,2,3.1,48.8691,,,,,,y,,2,,1
Col-0,5.12.19,11,2,3.2,43.0712,,,,,late,y,,2,,1
Col-0,5.12.19,11,2,3.2,47.2826,,,,,,y,,2,,1
Col-0,5.12.19,11,2,3.2,47.9044,,,,,,y,,3,invading focus,0
Col-0,5.12.19,11,2,3.2,52.2498,,,,,,y,,2,,1
Col-0,5.12.19,11,2,3.2,36.5702,,,,,,y,,1,,1
Col-0,5.12.19,11,2,4,42.2969,,,,,late,y,,2,,1
Col-0,5.12.19,11,2,4,44.0173,,,,,,y,,3,,1
Col-0,5.12.19,11,2,4,58.1916,,,,,,y,,2,,1
Col-0,5.12.19,11,2,4,50.1569,,,,,,n,,3,,0
Col-0,5.12.19,11,2,4,45.7571,,,,,,n,,2,,0
Col-0,5.12.19,11,2,5,48.6204,,,,,late,y,,1,,1
Col-0,5.12.19,11,2,5,51.3143,,,,,,y,,3,or 2,1
Col-0,5.12.19,11,2,5,63.3372,,,,,,n,,3,,0
Col-0,5.12.19,11,2,5,37.077,,,,,,y,,1,,1
Col-0,5.12.19,11,2,5,40.4334,,,,,,y,,2,,1
Col-0,5.12.19,11,2,6,69.8151,,,,,late,y,,3,,1
Col-0,5.12.19,11,2,6,41.4841,,,,,,y,,2,,1
Col-0,5.12.19,11,2,6,44.7789,,,,,,y,,2,,1
Col-0,5.12.19,11,2,6,48.419,,,,,,y,,2,,1
Col-0,5.12.19,11,2,6,58.1188,,,,,,y,,2,,1
Col-0,5.12.19,11,2,7,50.1765,,,,,late,y,,3,,1
Col-0,5.12.19,11,2,7,47.9978,,,,,,y,,2,or 3,1
Col-0,5.12.19,11,2,7,38.7502,,,,,,y,,1,or 2 or 3,1
Col-0,5.12.19,11,2,7,53.4759,,,,,,y,,2,,1
Col-0,5.12.19,11,2,7,47.6957,,,,,,y,,3,or 2,1
Col-0,5.12.19,11,2,8,44.864,,,,,late,y,,2,,1
Col-0,5.12.19,11,2,8,58.0922,,,,,,y,,3,,1
Col-0,5.12.19,11,2,8,66.789,,,,,,y,,3,invading focus,0
Col-0,5.12.19,11,2,8,48.2878,,,,,,y,,2,invading focus,0
Col-0,5.12.19,11,2,8,73.2344,,,,,,n,,3,,0
Col-0,5.12.19,11,2,9,40.6914,,,,,late/mid,y,,2,mid,0
Col-0,5.12.19,11,2,9,48.2033,,,,,,y,,3,,1
Col-0,5.12.19,11,2,9,34.9239,,,,,,y,,3,mid,0
Col-0,5.12.19,11,2,9,36.2862,,,,,,y,,2,mid,0
Col-0,5.12.19,11,2,9,52.4463,,,,,,y,,5,mid,0
Col-0,5.12.19,11,2,10,35.7964,,,,,late,n,,1,,0
Col-0,5.12.19,11,2,10,43.6528,,,,,,y,,2,,1
Col-0,5.12.19,11,2,10,40.5942,,,,,,y,,1,,1
Col-0,5.12.19,11,2,10,35.7771,,,,,,y,,2,,1
Col-0,5.12.19,11,2,10,40.2048,,,,,,y,,3,,1
Col-0,5.12.19,11,2,11,48.1198,,,,,late,y,,3,,1
Col-0,5.12.19,11,2,11,44.3988,,,,,,y,,2,,1
Col-0,5.12.19,11,2,11,61.4288,,,,,,n,,3,wrong trace,0
Col-0,5.12.19,11,2,11,75.6265,,,,,,n,,3,,0
Col-0,5.12.19,11,2,11,59.1217,,,,,,y,,2,,1
Col-0,5.12.19,11,2,12,56.2061,,,,,mid/late,y,,,,
Col-0,5.12.19,11,2,12,47.5797,,,,,,y,,,,
Col-0,5.12.19,11,2,12,49.8719,,,,,,y,,,,
Col-0,5.12.19,11,2,12,65.7642,,,,,,n,,,,
Col-0,5.12.19,11,2,12,43.9678,,,,,,y,,,,
Col-0,5.12.19,11,2,14,45.9727,,,,,mid/late,n,,,missing,
Col-0,5.12.19,11,2,14,41.0564,,,,,,n,,,missing,
Col-0,5.12.19,11,2,14,65.4948,,,,,,n,,,missing,
Col-0,5.12.19,11,2,14,61.1244,,,,,,y,,,,
Col-0,5.12.19,11,2,14,51.254,,,,,,n,,,missing,
Col-0,5.12.19,11,2,15,57.2887,,,,,early,n,,,,
Col-0,5.12.19,11,2,15,48.397,,,,,,y,,,,
Col-0,5.12.19,11,2,15,42.5867,,,,,,y,,,,
Col-0,5.12.19,11,2,15,59.2689,,,,,,y,,,,
Col-0,5.12.19,11,2,15,51.2101,,,,,,n,,,,
Col-0,5.12.19,11,2,16,41.3827,,,,,early,y,,,,
Col-0,5.12.19,11,2,16,63.1875,,,,,,y,,,,
Col-0,5.12.19,11,2,16,43.3752,,,,,,y,,,,
Col-0,5.12.19,11,2,16,51.2489,,,,,,n,,,,
Col-0,5.12.19,11,2,16,45.5495,,,,,,n,,,,
hei10++,2.12.19,11,1,1,41.5998,,,,,late,y,,2,,1
hei10++,2.12.19,11,1,1,43.2342,,,,,,y,,2,,1
hei10++,2.12.19,11,1,1,47.2385,,,,,,y,,1,,1
hei10++,2.12.19,11,1,1,58.3153,,,,,,y,,3,,1
hei10++,2.12.19,11,1,1,60.6292,,,,,,y,,3,,1
hei10++,2.12.19,11,1,2,64.3869,,,,,late,y,,3,,1
hei10++,2.12.19,11,1,2,50.0151,,,,,,n,,3,,0
hei10++,2.12.19,11,1,2,37.9643,,,,,,y,,2,invading focus,0
hei10++,2.12.19,11,1,2,40.9677,,,,,,y,,2,,1
hei10++,2.12.19,11,1,2,39.4772,,,,,,y,,1,,1
hei10++,2.12.19,11,1,3,45.8223,,,,,late,y,,2,,1
hei10++,2.12.19,11,1,3,46.7756,,,,,,y,,3,invading focus,0
hei10++,2.12.19,11,1,3,66.1428,,,,,,y,,2,,1
hei10++,2.12.19,11,1,3,55.8115,,,,,,y,,3,invading focus,0
hei10++,2.12.19,11,1,3,70.0331,,,,,,y,,2,invading focus,0
hei10++,2.12.19,11,1,4,55.7729,,,,,late,n,,3,,0
hei10++,2.12.19,11,1,4,46.661,,,,,,y,,2,,0
hei10++,2.12.19,11,1,4,55.586,,,,,,y,,3,,1
hei10++,2.12.19,11,1,4,33.7579,,,,,,y,,2,,1
hei10++,2.12.19,11,1,4,38.1463,,,,,,y,,2,,1
hei10++,2.12.19,11,1,7,85.8847,,,,,late,n,,3,,0
hei10++,2.12.19,11,1,7,61.5361,,,,,,n,,2,,0
hei10++,2.12.19,11,1,7,51.2046,,,,,,y,,2,,1
hei10++,2.12.19,11,1,7,78.6619,,,,,,n,,3,,0
hei10++,2.12.19,11,1,7,89.9481,,,,,,y,,3,or 4,1
hei10++,2.12.19,11,1,8,36.4098,,,,,late,y,,1,or 2,1
hei10++,2.12.19,11,1,8,56.5178,,,,,,y,,3,,1
hei10++,2.12.19,11,1,8,51.3445,,,,,,y,,3,,1
hei10++,2.12.19,11,1,8,61.3514,,,,,,y,,3,,1
hei10++,2.12.19,11,1,8,36.0554,,,,,,y,,1,,1
hei10++,2.12.19,11,1,9,36.138,,,,,late,y,,1,,1
hei10++,2.12.19,11,1,9,56.6807,,,,,,y,,1,noisy,0
hei10++,2.12.19,11,1,9,48.5607,,,,,,y,,2,,1
hei10++,2.12.19,11,1,9,50.7255,,,,,,y,,2,,1
hei10++,2.12.19,11,1,9,38.4203,,,,,,y,,1,,1
hei10++,2.12.19,11,1,10,63.0626,,,,,late,n,,3,data missing - need to redo,0
hei10++,2.12.19,11,1,10,54.8904,,,,,,n,,2,data missing - need to redo,0
hei10++,2.12.19,11,1,10,42.9691,,,,,,n,,3,data missing - need to redo,0
hei10++,2.12.19,11,1,10,59.1014,,,,,,n,,2,data missing - need to redo,0
hei10++,2.12.19,11,1,10,44.3896,,,,,,y,,3,,1
hei10++,2.12.19,11,1,11,39.7328,,,,,late/mid,y,,2,moisy,0
hei10++,2.12.19,11,1,11,54.0588,,,,,,y,,2,,0
hei10++,2.12.19,11,1,11,38.5587,,,,,,y,,3,or 4,1
hei10++,2.12.19,11,1,11,57.7638,,,,,,y,,7,mid,0
hei10++,2.12.19,11,1,11,46.8555,,,,,,y,,3,,1
Col-0,27.2.20,1,1,1,52.1435,,,,,mid,y,,,,
Col-0,27.2.20,1,1,1,33.0659,,,,,,y,,,,
Col-0,27.2.20,1,1,1,44.8806,,,,,,y,,,,
Col-0,27.2.20,1,1,1,56.1802,,,,,,y,,,,
Col-0,27.2.20,1,1,1,35.2833,,,,,,y,,,,
Col-0,27.2.20,1,1,4,34.8311,,,,,,y,,2,,1
Col-0,27.2.20,1,1,4,38.9555,,,,,,y,,2,invading focus,0
Col-0,27.2.20,1,1,4,55.1456,,,,,,y,,2,,1
Col-0,27.2.20,1,1,4,52.8324,,,,,,y,,3,,1
Col-0,27.2.20,1,1,4,43.5475,,,,,,y,,2,,1
Col-0,27.2.20,1,1,5,74.1832,,,,,mid,y,,,,
Col-0,27.2.20,1,1,5,63.0697,,,,,,y,,,,
Col-0,27.2.20,1,1,5,57.5181,,,,,,y,,,,
Col-0,27.2.20,1,1,5,42.3167,,,,,,y,,,,
Col-0,27.2.20,1,1,5,42.5987,,,,,,y,,,,
Col-0,27.2.20,1,1,7,42.832,,,,,mid,y,,,,
Col-0,27.2.20,1,1,7,51.2863,,,,,,y,,,,
Col-0,27.2.20,1,1,7,45.6319,,,,,,y,,,,
Col-0,27.2.20,1,1,7,36.7859,,,,,,y,,,,
Col-0,27.2.20,1,1,7,35.8355,,,,,,y,,,,
Col-0,27.2.20,1,1,8,52.4663,,,,,mid/late,y,,,,
Col-0,27.2.20,1,1,8,38.5248,,,,,,y,,,,
Col-0,27.2.20,1,1,8,35.7341,,,,,,y,,,,
Col-0,27.2.20,1,1,8,34.1973,,,,,,y,,,,
Col-0,27.2.20,1,1,8,46.2061,,,,,,y,,,,
Col-0,27.2.20,1,1,9,56.9163,,,,,mid/late,y,,,,
Col-0,27.2.20,1,1,9,41.4905,,,,,,y,,,,
Col-0,27.2.20,1,1,9,39.5907,,,,,,y,,,,
Col-0,27.2.20,1,1,9,38.6885,,,,,,y,,,,
Col-0,27.2.20,1,1,9,49.1811,,,,,,y,,,,
Col-0,27.2.20,1,1,12,46.3632,,,,,late,y,,1,,1
Col-0,27.2.20,1,1,12,36.7704,,,,,,y,,3,,1
Col-0,27.2.20,1,1,12,49.6185,,,,,,y,,3,,1
Col-0,27.2.20,1,1,12,55.0126,,,,,,y,,4,,1
Col-0,27.2.20,1,1,12,59.5136,,,,,,y,,2,,1
Col-0,27.2.20,1,1,13,35.6277,,,,,mid,y,,,,
Col-0,27.2.20,1,1,13,58.8476,,,,,,n,,,,
Col-0,27.2.20,1,1,13,43.7698,,,,,,y,,,,
Col-0,27.2.20,1,1,13,71.2715,,,,,,y,,,,
Col-0,27.2.20,1,1,13,53.2378,,,,,,y,,,,
Col-0,27.2.20,1,1,14,39.0618,,,,,mid,y,,,,
Col-0,27.2.20,1,1,14,35.9133,,,,,,y,,,,
Col-0,27.2.20,1,1,14,52.8827,,,,,,y,,,,
Col-0,27.2.20,1,1,14,58.1672,,,,,,y,,,,
Col-0,27.2.20,1,1,14,45.0591,,,,,,y,,,,
Col-0,27.2.20,1,1,16,51.916,,,,,mid,y,,,,
Col-0,27.2.20,1,1,16,58.4636,,,,,,y,,,,
